UF,População,isoweek,corredor baixo,corredor mediano,corredor alto,Unidade da Federação
51,3265486,45,0.0,0.03062331303824301,0.03062331303824301,Mato Grosso
51,3265486,46,0.0,0.031013935491634444,0.031013935491634444,Mato Grosso
51,3265486,47,0.030437572595013167,0.030818005371993123,0.031203193097724298,Mato Grosso
51,3265486,48,0.0,0.03295988682893258,0.03295988682893258,Mato Grosso
51,3265486,49,0.03034989943733499,0.05676558744741144,0.10617273789994035,Mato Grosso
51,3265486,50,0.0,0.06124662607648602,0.06124662607648602,Mato Grosso
51,3265486,51,0.030568605010173344,0.03101923991123559,0.03147651796182945,Mato Grosso
51,3265486,52,0.0,0.031013935491634444,0.031013935491634444,Mato Grosso
52,6610681,1,0.014716293666069436,0.036137895193628,0.08874160156484877,Goiás
52,6610681,2,0.0158707922712288,0.028856737919799515,0.05246816347546603,Goiás
52,6610681,3,0.01828775941551433,0.034334278449520896,0.0644607493933439,Goiás
52,6610681,4,0.01835729295800152,0.041586832776615346,0.09421131232948672,Goiás
52,6610681,5,0.057576870445356476,0.08494967765218837,0.12533588014408506,Goiás
52,6610681,6,0.09226888230921967,0.13233243913559503,0.18979176954684052,Goiás
52,6610681,7,0.04358172776950496,0.06912856406853722,0.10965050296885318,Goiás
52,6610681,8,0.03058031097629772,0.052121289750477875,0.08883588029431365,Goiás
52,6610681,9,0.04395317381643043,0.06651645749123455,0.10066256274602141,Goiás
52,6610681,10,0.01845902763071506,0.041268809216189695,0.09226458989033372,Goiás
52,6610681,11,0.03141535409576928,0.07206907078948582,0.1653316065967689,Goiás
52,6610681,12,0.04233905582874492,0.07116683548359949,0.11962284877668827,Goiás
52,6610681,13,0.030017258788446043,0.07710764971221004,0.19807237183261403,Goiás
52,6610681,14,0.03419647470722174,0.0742415279578779,0.1611804877757286,Goiás
52,6610681,15,0.04450749839881144,0.09835691796086535,0.21735850494393863,Goiás
52,6610681,16,0.034212676036539005,0.08548797263446793,0.21361069380677547,Goiás
52,6610681,17,0.03012427622962448,0.08194362013821764,0.22290184933150883,Goiás
52,6610681,18,0.04957502803488567,0.0965165762655419,0.18790608625509875,Goiás
52,6610681,19,0.0634409785253281,0.13649505114854654,0.29367294485544804,Goiás
52,6610681,20,0.1300817338400251,0.18839735123043344,0.27285584918704564,Goiás
52,6610681,21,0.0948275622906253,0.15325607917337972,0.24768564366985957,Goiás
52,6610681,22,0.0790229669459277,0.15120829837029517,0.28933296710670336,Goiás
52,6610681,23,0.08193138572294281,0.12063852984810522,0.17763223159835795,Goiás
52,6610681,24,0.05603712214994515,0.08990649020372078,0.14424682550832338,Goiás
52,6610681,25,0.044638352202308516,0.08435509783236005,0.15940961480963972,Goiás
52,6610681,26,0.04757490107530597,0.07431247083947035,0.11607682196807625,Goiás
52,6610681,27,0.03296392621343731,0.06626778768184181,0.13321895140195894,Goiás
52,6610681,28,0.06527620310218807,0.0936723779845292,0.13442133549863883,Goiás
52,6610681,29,0.03744439135839361,0.0891783626019155,0.21238909400982986,Goiás
52,6610681,30,0.030435274900861863,0.06770608565916782,0.1506184534300611,Goiás
52,6610681,31,0.030512157200370794,0.05964806170491642,0.11660569397926017,Goiás
52,6610681,32,0.06041424833787529,0.08863946296783928,0.13005134734584156,Goiás
52,6610681,33,0.03322338158521909,0.06575597794234159,0.13014474833222187,Goiás
52,6610681,34,0.025575837707341117,0.057292562958833046,0.1283413590574075,Goiás
52,6610681,35,0.03125570410752641,0.04699933328151424,0.07067309446325792,Goiás
52,6610681,36,0.035628916187641045,0.06257768003853179,0.10990977155693633,Goiás
52,6610681,37,0.06504385436025216,0.1078713943178697,0.17889834214978734,Goiás
52,6610681,38,0.034294115155887976,0.07626848050537444,0.16961747204024233,Goiás
52,6610681,39,0.03457796690052349,0.08287197938668829,0.1986167951176943,Goiás
52,6610681,40,0.025328260933493225,0.0735574965172456,0.21362324512101283,Goiás
52,6610681,41,0.02416804545599045,0.053798992216784754,0.11975861137849104,Goiás
52,6610681,42,0.019029268458472626,0.04838836042572493,0.12304379591887878,Goiás
52,6610681,43,0.03195477892463799,0.06505246941330402,0.1324316399355843,Goiás
52,6610681,44,0.02396582152651996,0.050417365045504085,0.10606399181095477,Goiás
52,6610681,45,0.02387643407102723,0.040809590132026445,0.06975173268293405,Goiás
52,6610681,46,0.028594776403397273,0.0487691679068009,0.08317714063464975,Goiás
52,6610681,47,0.018803145262405133,0.047072495013078024,0.11784303933377299,Goiás
52,6610681,48,0.04422004535704118,0.05837724762331219,0.07706692773735173,Goiás
52,6610681,49,0.02411010152574725,0.039289940640443055,0.06402708150693673,Goiás
